sku	asin	price	quantity
163855	B0094J0VF2	14.59	5
163857	B008HQB472	15.52	5
163859	B008HQ71U6	24.03	5
163865	B006JW2UQK	67.13	4
163877	B009K2F1TE	26.42	3
163885	B0056ZDV3M	43.45	1
163891	B009K2IX0I	34.98	2
163919	B009K2KDWY	16.44	3
163921	B009K2LOLS	12.13	3
163965	B009K2NS6C	10.29	5
163967	B009K338NE	13.96	5
163981	B009K36F3Y	24.50	4
164063	B004VLTMTE	27.43	4
164129	B009K3DIBQ	34.27	2
164133	B009K3IP6Y	28.24	2
164135	B009K3KTKE	28.24	2
164159	B009K3MYP2	24.66	2
164161	B009K3R48Y	21.60	1
164203	B009K3YI38	82.73	1
164207	B009K40DJU	14.29	1
164209	B009K415G0	17.95	2
164243	B005VLODQ0	17.03	1
164245	B005VLK4G8	30.63	5
164247	B005VLK54E	19.51	5
1643	B000O11748	7.91	2
164557	B00486TP5S	55.72	5
164559	B005VDX3IC	37.84	4
164561	B00486TP62	51.88	2
164563	B005VDX3IW	37.84	3
164573	B005VDX3E6	44.80	2
164587	B002AMVTE2	28.32	3
164591	B004QHV1T2	27.47	4
164593	B004P1Q13A	22.98	3
164595	B004QHYL1W	25.76	4
164603	B0032HFZD0	7.87	4
164605	B0048BQ6N2	11.12	5
164613	B002V5G2EA	42.03	3
164615	B00451ATG0	22.96	4
1647	B000H3GNG0	8.02	5
165013	B00749X4W6	15.36	1
165015	B00749Y3CQ	15.78	1
165025	B0036FE96C	15.06	2
165037	B005QA9WXU	19.71	2
165039	B0036BJF1U	18.69	1
165041	B004UAN4RM	18.69	2
165045	B004N32JO0	19.71	3
165047	B0074AG760	19.98	2
165049	B0036BD3LS	15.57	3
165051	B0036BHADK	18.69	1
165053	B004N30JD8	23.21	1
165057	B0094JD2VW	18.69	2
165075	B0076GDADA	19.71	2
165137	0735333440	12.02	2
165203	073532963X	21.54	1
165233	0735327629	14.73	1
165237	0735331472	16.91	2
165241	0735320667	21.45	2
165247	0735328765	18.47	1
165369	B0071L9ZFW	12.04	5
165371	B0071L83Z0	15.98	4
165375	B007F5L7SW	16.05	5
165377	B0071LDXD2	16.19	4
165379	B0071LGC5S	19.21	4
165381	B007F5L7TQ	36.52	1
165383	B007F5L7VE	22.39	5
165389	B007F5L93A	85.86	2
165395	B007F5L9XA	36.65	2
165403	B007F5LB7O	31.12	1
165419	B006OVU7D4	31.15	5
165437	B000KO7QK8	21.45	5
165453	B000SLNH5Q	8.05	4
165455	B000SLNH5Q	8.25	2
165457	B000SLNH5Q	8.90	1
165461	B0014IEBI4	32.65	5
165463	B0014IEBIO	37.60	5
165467	B001QCIG16	39.51	5
165469	B001R5TJ8G	22.81	5
165483	B008A20U9G	23.64	5
165575	B007P2NG98	49.82	2
165577	B007P2O8JU	34.57	5
165583	B008G95G92	49.60	3
165589	B0081IJN5G	6.90	1
165607	B008MVPQDK	39.47	1
165609	B008MVPRL6	39.85	3
165619	B00783LSUI	182.92	3
165621	B0070VXUFE	77.72	4
165685	B005HAW6BO	6.82	1
165687	B005HAW92A	7.03	1
165737	B005HAW6IM	39.04	2
165739	B005HAW6K0	21.93	2
165743	B005HAW6QE	13.17	4
165745	B005HAW6RI	14.68	4
165781	B005HAW71S	29.69	2
165785	B007084V5U	14.69	1
1658	B001EI8IPG	7.52	5
165803	B007I0MZ3A	16.58	5
165843	B00887SW1G	16.60	3
165845	B007ZRSDGE	7.32	5
165847	B00801GY38	9.80	3
165967	B008D2BNS0	30.01	4
165975	B0088B2ZP6	34.32	1
165997	B008MVPODW	87.91	1
166007	B007ZRK74U	22.82	1
166011	B00887SWYS	23.40	2
166015	B00885OIXY	20.58	5
166019	B005HAW74K	181.44	1
166071	B008JC0QPA	22.47	2
166073	B0089KEDL0	39.36	3
166103	B0073XSVPI	77.78	5
166105	B0073XSVJE	27.47	1
166107	B0073XSVLM	50.53	5
166129	B00880JIRA	17.32	4
166131	B0086157SU	14.55	1
166135	B00862JMT4	15.89	2
166149	B005HAW8Y4	10.71	2
166185	B008MVPQQM	175.04	4
166187	B009KKZEJI	84.02	3
166191	B0089KHQ82	30.49	2
166193	B0081IJLXK	62.94	4
166195	B0081IJMBG	28.78	2
166197	B0081IJMSE	60.02	4
166213	B004FNM4LQ	22.08	3
166219	B004FNNQ7C	25.41	2
166225	B004GYVMSA	6.95	5
166227	B004GYVMSU	7.72	5
166229	B004P5O8I6	26.67	5
166233	B004LMCZC4	38.28	3
166235	B004LMGJX0	38.28	3
166239	B004LMIITS	29.83	2
166241	B004LMFD5U	22.92	8
166251	B006PHU5N4	7.69	4
166259	B006PHU750	3.50	4
166261	B007553CXU	6.92	5
166265	B004GYVMT4	2.18	1
166267	B004GYVMTE	2.74	4
166269	B004GYVMSK	2.49	5
166271	B004H3AKHO	2.43	5
166273	B004H3AKGU	5.60	5
166275	B004LMVCAK	2.54	5
166279	B004LN1H2M	2.68	2
166281	B004LN1JE8	2.88	5
166283	B004LN346O	5.60	5
166285	B004LMY05O	2.25	5
166305	B004H3AKGK	9.93	5
166307	B004H3AKFG	12.97	5
166309	B004H3AKE2	12.97	5
166311	B004H3AKHE	11.96	5
166313	B004H3AKFQ	13.73	5
166315	B004H3AKEC	9.93	5
166319	B004H3AKEM	10.87	4
166321	B004H3AKDS	10.87	5
166323	B004H3AKF6	10.99	5
166325	B004H3AKEW	10.87	5
166327	B004H3AKH4	10.12	5
166329	B004LNMLYK	111.79	5
166331	B004LQSEL6	59.47	5
166333	B004LQN9JS	41.40	2
166335	B004LQRO94	20.33	5
166337	B004LQUHBQ	12.46	5
166339	B004LR1PKW	11.69	5
166341	B004LQZKLI	7.56	5
166343	B004LR4THI	7.78	5
166347	B004LR9D88	48.85	5
166349	B004LR7AQK	21.77	2
166351	B004LR9NBA	29.25	5
166353	B004LR9UJ0	20.29	3
166355	B004LRQTGM	7.79	5
166357	B004LRHAI8	23.40	3
166359	B004P5O8MC	107.96	2
166361	B004P5O8MW	13.00	5
166365	B004P5O8NG	9.15	5
166367	B004P5O8NQ	53.69	3
166369	B004P5O8O0	32.78	2
166371	B004P5O8OA	8.28	5
166373	B004P5O8OK	141.65	5
166375	B004P5O8OU	20.21	4
166377	B004P5O8P4	20.24	2
166379	B004P5O8PE	23.95	5
166381	B004P5O8PO	12.94	5
166383	B004P5O8PY	12.63	4
166385	B004P5O8Q8	13.07	3
166387	B004P5O8QI	115.70	2
166389	B004P5O8QS	48.98	2
166391	B004P5O8R2	28.06	2
166393	B004P5O8RC	19.72	3
166395	B004P5O8RM	64.18	2
166397	B004P5O8RW	28.48	3
166399	B004P5O8S6	23.41	3
166401	B004P5O8SG	28.06	5
166407	B006PHU7MS	4.68	5
166425	B006PHUADO	4.05	5
166427	B006PHUAM0	3.02	4
166429	B006PHUAWA	6.01	5
166431	B006PHTBK2	6.01	5
166433	B006PHTBT8	5.26	5
166441	B003FBNVNE	4.74	5
166447	B003GB1EEG	15.54	2
166457	B0076DCHMS	15.38	2
166459	B004LLSRI6	24.89	5
166461	B004LLVHAG	24.89	4
166463	B004LLVVTS	17.56	4
166465	B004LM3BJK	9.36	5
166467	B004LM6YCQ	10.64	4
166469	B004LM72ZY	8.02	5
166487	B004QJWSBK	12.10	1
166499	B004RK7HM8	32.96	3
166565	B004DZOHVQ	14.88	2
166575	B006D477MQ	19.63	2
166589	B004DZOHX4	20.91	2
166595	B004DZOHYS	20.91	1
166605	B006D46U6A	18.85	2
166623	B006D47ALY	27.73	2
166655	B004A92D52	7.02	1
166671	B006D4713Q	21.50	2
166683	B004BRN49M	15.60	2
166687	B004DZOHKM	15.60	2
166699	B006D471NG	8.81	2
1667	B000QRZVWY	7.29	3
166703	B004RK7H2I	14.28	2
166707	B0002DFESI	11.87	2
166709	B004QJWQ4E	10.51	2
166747	B004QJVC2Q	22.99	1
166751	B004DZOHN4	11.10	2
166759	B00573S048	18.67	2
166771	B006D46N8U	24.43	2
166785	B000FOM8BK	20.55	1
166791	B004DZOHO8	29.73	2
166793	B004QJS5MQ	29.73	2
166919	B005AG4R9E	25.08	2
166933	B004DZOHQ6	25.08	2
166935	B004DZOHQG	24.22	2
166937	B00573RGGQ	26.82	2
166951	B0040RC23C	48.44	1
166987	B004R969XM	31.18	1
167209	B004PLMPAI	94.06	3
167211	B004PLMPB2	11.36	1
167213	B004PLMPBM	15.76	2
167215	B004PLMPC6	15.76	2
167217	B006X0BTMY	7.24	5
167219	B006X0BTSS	7.24	5
167223	B006X0BU28	6.99	5
167229	B006X0BUI2	6.45	5
167237	B006X0BUXW	7.22	5
167241	B004PLMPD0	13.29	2
167247	B004PLMPEE	13.29	2
167249	B004PLMPEY	13.29	2
167251	B007AD3NMC	13.35	2
167253	B007AD3NFY	13.33	2
167255	B007AD3QPQ	11.26	1
167257	B007AD3QBK	14.65	2
167259	B004PLMPFS	21.45	1
167261	B004PLMPGM	22.36	2
167263	B006X0BV36	8.13	5
167265	B006X0BV7C	8.13	5
167267	B006X0BVAE	8.13	5
167271	B007AD3T44	11.77	1
167273	B00950COZ0	7.24	5
167275	B00950CSCO	6.64	5
167279	B00950D3RS	6.65	5
167983	B00339QX6A	39.28	5
167993	B006C8MJK8	44.95	4
167995	B0051MMFKU	41.19	2
168031	B0000696CO	34.08	5
168037	B006ZVDB9K	41.21	5
168041	B006ZVDAAU	21.33	5
168043	B006ZVD9RO	11.49	5
168045	B006ZVDAM8	27.30	5
168047	B006ZVD9HO	12.68	4
168073	B006ZVD8ZC	21.67	5
168075	B006ZVD8PW	21.85	5
168081	B006ZVD7GW	18.05	5
168089	B0073BIRKY	22.97	1
168091	B006ZVD6XG	10.88	3
168093	B006ZVD6OU	8.59	4
168095	B006ZVD6EU	9.92	2
168097	B0073BIQ78	4.75	5
168099	B006ZVD64K	11.76	5
168101	B006ZVD5SM	7.32	4
168107	B006ZVD56Y	10.01	5
168109	B006ZVD4WY	11.01	1
168111	B006ZVD4MY	27.05	5
168113	B006ZVD4CO	44.38	3
168115	B006ZVD42O	14.01	5
168119	B0089X61FI	45.98	4
168123	B006ZVD3IY	61.84	5
168131	B006ZVD2P8	8.85	5
168137	B006ZVD1XG	72.00	5
168139	B006ZVD1PY	20.88	4
168141	B006ZVD1DQ	26.05	5
168143	B006ZVD104	13.06	5
168145	B006ZVD0RS	24.92	2
168161	B006DCKOO6	24.11	2
168233	B008KIDGTG	46.91	2
168235	B0055S04IU	42.52	2
168243	B0055S0764	33.63	2
168245	B003M2DWE4	33.63	2
168247	B003M2BXX6	33.03	1
168251	B00A8YV2NC	35.46	2
168253	B00A8YV23C	35.46	2
168255	B006ZVCPRO	27.43	4
168259	B006ZVCNWQ	26.42	4
168261	B006ZVCNKI	30.11	1
168263	B004S79IKY	32.20	2
168265	B005OKW0OA	27.43	5
168271	B006ZVCLTQ	27.43	5
168273	B006ZVCLMS	27.43	5
168275	B005OKPT1Q	32.20	5
168277	B006ZVCKZQ	34.08	5
168279	B00608L1X6	25.02	2
168283	B006WIQMRE	24.11	1
168287	B004PAHKJA	18.42	2
168293	B0041D7RGM	32.62	1
168327	B005OIUD96	57.21	4
168359	B00593YTP0	64.36	2
168381	B0007SXAKC	114.89	2
168391	B001D857JM	25.54	2
168419	B0094J21FA	22.98	5
168421	B004TS7QSS	25.17	5
168423	B004K92CTE	25.17	1
168425	B0094J2IQW	45.85	5
168427	B0094J31MC	47.95	5
168429	B0094J3LEA	46.45	5
168431	B0034BVQV4	25.09	5
168433	B008BGNG5Q	35.73	5
168437	B008BGNFWA	36.89	5
168449	B008BGU6FO	23.40	5
168451	B008BGU6UO	25.23	5
168453	B008BGNFFM	23.16	5
168461	B008BGNEU8	33.45	5
168463	B008BGNEM6	26.72	1
168467	B008BGNE5S	32.34	5
168469	B008BGNDX6	51.06	4
168479	B001O2S3XO	42.09	5
168481	B008BGNCGO	33.65	4
168483	B008BGNC7I	47.08	4
168507	B009K0RA9U	13.22	3
168515	B003BZ5I1W	14.98	4
168535	B003DPIP7Y	14.13	2
168539	B009K07FCC	14.13	5
168547	B007FSASX4	12.84	3
168553	B008NVFOK4	19.08	4
168567	B007FSAHA8	14.98	4
168587	B00DK5EDX2	15.98	4
168603	B007PE58H4	16.41	5
168607	B00DYQOMI8	22.28	5
168619	B005T0TGAG	23.49	5
168623	B00AA8F6O2	18.74	4
168639	B00BF2ML0E	19.71	5
168641	B009K0YM0K	26.48	3
168655	B009K0X3GO	23.15	1
168657	B002X8KPDE	33.61	2
168665	B003BYJEP4	15.44	4
168669	B009K10FFA	15.44	1
168687	B009K14RRM	23.82	5
168695	B009K0ERA0	12.55	4
168697	B00EQ7NH7G	16.48	5
168719	B00CBY6SEK	22.28	4
168725	B00CBY6R78	198.80	2
168727	B00AA86BW8	23.88	2
168747	B009K0NANU	32.83	2
168763	B009K0IHS8	25.13	1
168767	B003N2MNWK	25.97	4
168771	B009K1BVDK	28.97	5
168779	B00AA87TOC	16.19	3
168839	B009K02BSA	44.17	1
168967	B009K1I6G0	27.42	2
168985	B006WHIAFM	41.42	5
168987	B006UGB7HS	47.84	5
168991	B005UXABTW	21.03	5
168993	B003QS8W62	29.01	5
168995	B0018D5QD4	42.39	5
168997	B008DCZWS2	46.33	5
168999	B006UGBAMK	35.88	4
169001	B006UGBB9W	34.94	5
169003	B00368CTR0	22.65	4
169007	B006UGBK7K	33.10	5
169009	B003TEAQ9Y	22.04	5
169011	B0039FAVXO	21.12	5
169019	B009K1NMGY	17.49	3
169021	B00893HOFE	17.85	3
169031	B0037SW9YM	15.23	5
169033	B008EXKEAQ	19.83	4
169045	B007T7L29K	126.37	2
169047	B007R0GXD4	32.81	4
169049	B007R0ICC4	27.48	5
169051	B009K29A4Q	30.41	4
169053	B009K2UGNK	25.87	1
169057	B0094KFIY0	74.83	5
169081	B0014QMRJQ	34.96	5
169083	B000F9ZP06	36.55	5
169085	B000FA6JGO	36.75	5
169087	B0014QLTUY	34.69	5
169089	B0014QLUW6	33.53	5
169091	B0014QP5WC	34.27	5
169103	B005682PK4	25.25	3
169105	B004WJC3YG	21.17	2
169107	B004XBMP1E	21.17	2
169111	B004WJC3UK	25.25	3
169175	B003OJ22Z0	26.96	5
169177	B003OJ22Z0	26.96	5
169205	B0083QKWEW	61.02	5
169207	B0083QKWJW	61.02	5
169315	B0083QL02K	48.79	5
169317	B0083QL066	48.79	5
169319	B0083QL0C0	48.79	5
169327	B0083QL0HA	56.19	5
169329	B0083QL0L6	62.02	5
169331	B0083QL0SE	60.04	5
169351	B005A4Z1HI	32.49	5
169353	B008QVET8Y	33.51	5
169381	B0083QL1XI	42.17	5
170059	B007WBAQFO	32.16	4
170061	B007WBAN8O	21.36	5
170063	B007WBG77K	128.15	5
170065	B007WBAN2A	7.27	5
170067	B007WBALSG	14.10	1
170069	B007WBALJA	14.93	3
170071	B007WBAL7W	28.71	2
170073	B007WBAKZK	28.71	3
170075	B007WBAKL4	28.71	3
170077	B007WBAKCS	26.85	5
170079	B007WBAK32	28.71	3
170081	B007WBAJF6	28.71	5
170083	B007WBAJSI	26.85	5
170085	B007WBAJ5G	27.59	4
170087	B007WBAIUM	25.97	5
170089	B007WBAIK2	128.15	1
170091	B007WBAGKE	128.15	2
170093	B007WBAUMS	24.71	5
170095	B007WBAU64	25.58	5
170097	B007WBATUQ	83.86	4
170101	B007WBATC4	46.29	5
170105	B007WBASIY	42.31	5
170111	B007WBANU2	32.16	2
170117	B004DTSM36	12.93	2
170125	B006LGBQKA	9.35	2
170129	B006LGBRVI	11.58	1
170133	B007WBARDK	37.38	3
170137	B007WBAROO	39.29	4
170139	B007WBARXK	48.73	5
170141	B007WBASDO	65.74	5
170145	B007WBAO1U	22.66	3
170151	B007WBAOJW	26.70	3
170153	B007WBG90A	22.05	3
170157	B007WBAOYM	59.08	3
170167	B007WBG9D2	27.84	4
170169	B007WBAPS2	31.08	4
170173	B007WBAUDC	25.26	2
170179	B007WBAMUS	8.08	4
170185	B008FJ5DI2	61.42	5
170195	B008HZEA60	32.62	4
170201	B008HZEB9Q	19.97	4
170209	B007Z7R6BC	31.46	1
170213	B007Z7R75W	28.44	4
170225	B008HZEEXO	29.99	5
170293	B008HZEHWC	31.46	4
170295	B001B7NGQ6	7.39	5
170297	B008HZEJDY	14.98	5
170305	B007Z7R82Y	16.63	2
170307	B0088S261C	18.08	3
170317	B007Z7R8EM	22.06	3
170321	B007Z7R93M	12.30	5
170371	B0088S5XQ2	18.34	5
170373	B008AYNM08	27.19	4
170391	B008HZEULA	11.44	1
170395	B007Z7WJMI	16.86	5
170407	B008HZEYA2	15.71	2
170411	B008HZEZ5Q	15.57	2
170413	B008HZEZMY	18.99	5
170415	B0080KS5OU	24.64	5
170419	B008HZF0OG	19.57	5
170427	B008HZF26W	18.88	4
170429	B008HZF2JO	20.63	5
170431	B008HZF2X0	31.81	4
170433	B008FJ5WA6	13.69	1
170435	B003YQUGQK	18.99	4
170437	B008HZF48I	18.34	2
170441	B008HZF4OC	22.28	3
170445	B008HZF5RS	9.81	2
170461	B008FJ5LA2	15.19	5
170463	B008HZF6OK	23.92	3
170465	B008HZF72Q	91.84	5
170467	B008HZF7DA	24.55	5
170469	B008FJ5O2C	29.11	4
170471	B008FJ5O22	31.40	4
170473	B008HZF8QQ	52.21	2
170477	B008FJ5LCA	26.87	3
170483	B008HZFBHC	16.47	3
170509	B009KMQ5BW	52.93	5
170521	B0090482Z2	18.38	2
170573	B008GRTLS6	144.94	2
170579	B008GRTM1W	75.66	1
170603	B008GRTND4	32.38	1
170605	B008GRTNHA	36.06	1
170607	B008GRTNLG	41.55	2
170609	B006A1SH1C	73.14	1
170613	B008GRTNWK	42.08	4
170615	B008GRTO1K	50.04	2
170629	B008GRTOQA	37.88	1
170631	B008GRTOWY	42.05	1
170649	B008GRTPTG	50.04	1
170653	B008GRTQ54	46.03	5
170657	B008GRTQ9K	27.92	3
170659	B008GRTQFE	26.28	4
170661	B008M2U74M	44.04	2
170663	B008GRTQKE	50.38	3
170665	B008GRTQNG	47.04	1
170667	B008GRTQRC	75.85	5
170701	B0088C0HGY	39.83	5
170715	B00665T7ZC	19.17	2
170717	B00665T8EW	23.97	5
170725	B00665T9DC	17.86	5
170727	B0071HNTZI	19.50	5
170729	B00665T9OQ	32.10	5
170789	B00665TNWY	33.71	4
170811	B00665TOAA	40.95	5
170869	B0078J67MQ	40.05	5
170877	B0071HNSI6	57.69	5
170937	B006Q70AYW	72.81	5
170949	B00665TJKU	17.43	4
170955	B00665TKVI	41.23	4
170959	B00665TLOY	58.73	3
170965	B0088C0J3A	8.75	5
170973	B0058CT2BI	9.36	3
170975	B004OVDHPG	25.83	3
170987	B005I4RQAA	17.40	5
171071	B006ZQOYZ0	32.71	4
171075	B0071HOFA6	79.51	5
171159	B00665TU2W	31.65	4
171163	B0052JDBFK	28.89	5
171167	B0071HOH4K	29.97	5
171169	B0071HOHXQ	38.56	5
171177	B0071HOJF2	30.52	5
171179	B0071HOJU2	31.06	5
171181	B0078J68ZM	36.82	5
171183	B0071HOKD8	28.35	5
171193	B0078J699C	51.42	3
171201	B00665TUTK	15.20	5
171203	B00665TVAI	15.20	5
171207	B00665TWBG	14.76	3
171209	B00665TWTS	13.45	4
171217	B001TO7I1A	14.07	5
171219	B001TOEOAI	19.38	5
171221	B007CCQJSQ	95.59	5
171223	B007CCQJXG	49.43	2
171225	B007CJEDEG	70.92	5
171231	B007CCQMLU	34.81	5
171235	B007CCQNF0	49.31	5
171237	B007CCQNXC	66.34	2
171239	B000BKJOTC	41.69	5
171241	B007CCQOPO	28.37	5
171245	B007CCQQJ8	38.19	5
171267	B007CCQTP4	34.18	2
171277	B000KSLZIS	44.42	4
171297	B007CCQVV6	58.82	5
171299	B007CCQW24	40.22	3
171307	B0030A8AL8	81.49	5
171309	B007CCQXB4	84.60	5
171313	B007CCQXSW	153.77	5
171315	B0063DLU8Y	40.12	5
171323	B007CJ0Z0M	57.26	5
171327	B008HQCHCS	22.89	5
171329	B008HQELUE	16.50	5
171331	B008HQF9L4	26.81	3
171333	B008HQG1ZW	27.68	5
171335	B008HQHENA	27.68	5
171337	B008HQJ4P6	27.68	5
171339	B008OT7PAC	26.81	5
171341	B008HQK2L6	27.68	5
171343	B008HQLWOW	27.68	5
171345	B008HQNPAQ	27.68	5
171347	B008HQRIE0	27.68	5
171349	B008OTBPE4	27.68	5
171351	B008HQSD2Q	26.81	3
171361	B0083FJJL0	54.44	5
171365	B0083FJJJ2	47.57	5
171367	B0083FJJLU	35.63	4
171369	B0083FJJJC	20.60	5
171377	B007IGRWFK	16.26	2
171379	B007IGRV74	31.52	3
171381	B007IGRWFA	14.55	5
171383	B000YH8FQ0	8.84	5
171385	B007IGRWFU	9.49	5
171387	B0083FJKHS	195.76	5
171393	B007IGRV6U	234.42	3
171407	B003N53SOE	11.99	1
171409	B003N5A1T4	12.29	2
171411	B003N53T20	13.24	3
171413	B003N5A21G	12.29	1
171415	B003N5A21G	13.24	2
171417	B001AIKTB6	19.54	4
171419	B005ZBP54A	18.23	5
171421	B000VPIIO4	22.06	1
171423	B000VPCUCA	16.98	3
171425	B000VPKMN4	19.88	5
171427	B002CZPDW6	26.05	1
171433	B002CZPDVW	20.48	1
171435	B003N53TPW	20.51	3
171439	B000VPKMNY	33.69	2
171443	B0094JAE5O	13.80	2
171445	B0094JBYQC	11.42	2
171457	B0094JBOFS	10.54	2
171465	B005LUR79Q	21.48	2
171467	B005LUR7D2	19.06	2
171469	B0094JB7AK	19.65	1
171471	B005LUR7IW	21.48	2
171473	B005LUR7LE	19.58	1
171475	B005XY20C4	21.42	3
171477	B005XY20T2	17.04	1
171479	B005Z9DHI8	17.98	2
171489	B008IBBUB6	32.75	5
171491	B008IBBUBG	32.75	4
171515	B008IBBUAW	42.98	3
171535	B007IGRSRW	24.48	4
171537	B007IGRV6K	45.11	5
171539	B0083FJFAU	75.86	5
171545	B007IGRWG4	65.47	5
171547	B007IGRU16	25.40	3
171551	B007IGRV7O	89.86	5
171554	B005UAC0NK	34.59	5
171556	B007HZCQ1C	44.41	4
171558	B007HZCR8E	48.86	4
171572	B007HZCU04	31.22	3
171574	B007HZCV94	31.22	5
171576	B007HZCWO8	57.29	4
171578	B005UAC0N0	33.99	1
171580	B005UAC0OO	36.34	4
171582	B007HZCX1U	54.38	1
171618	B005VMFOY4	42.24	3
171620	B007HZD62U	97.75	4
171624	B007HZD6IY	91.94	3
171630	B0086ROOFQ	32.80	5
171632	B000NIJ4GA	32.83	5
171634	B000NIJ4GU	31.87	5
171636	B002TOKYI8	35.33	5
171638	B003UES1R2	31.99	5
171640	B0053X825Y	37.84	5
171642	B0086ROOSS	26.03	2
171646	B0086ROOVU	37.13	5
171648	B0086ROOX8	32.83	5
171668	B0036TFULQ	24.94	5
171680	B0086ROOY2	24.27	5
171686	B000NIJ4IS	32.35	5
171690	B002TOKYJ2	27.78	5
171692	B0053X82AE	42.51	5
171696	B002TOKYJM	37.49	4
171698	B003UES1RC	37.93	5
171700	B0053X82F4	30.89	5
171702	B003UES1RM	37.93	5
171706	B0053X82JA	31.43	5
171708	B001EJU6A0	28.04	1
171710	B000NIJ4LA	28.04	4
171712	B0006HIYK0	33.28	5
171716	B0006HIYKA	36.77	5
171718	B002TOKYIS	36.02	1
171720	B000NIJ4LK	43.11	5
171722	B0086ROP1E	42.63	5
171724	B0053X82MW	37.84	5
171730	B0086ROP46	29.96	5
171732	B0086ROP5A	35.93	5
171734	B0055N5Y7Q	25.54	5
171736	B0055N5YB2	40.72	5
171738	B00553N77U	59.64	4
171740	B005KBR0QQ	20.99	5
171742	B004OB4CXW	11.17	5
171744	B007A1O9CW	41.91	4
171746	B004O4HC6S	15.12	5
171748	B004O4HBXC	25.08	5
171750	B004O4HBVO	48.04	4
171752	B004O4HC86	59.64	4
171754	B007A1OIPA	25.17	3
171756	B007A1OH4C	59.64	4
171758	B001TEIH06	32.35	4
171760	B007A1O9E0	40.72	5
171762	B007A1OH60	40.72	5
171770	B0073LIRYK	21.96	5
171774	B001GXR37S	33.05	5
171782	B003UES1SG	39.04	5
171784	B0053X83SK	46.28	5
171786	B0086ROPE6	35.02	5
171788	B003UES1T0	41.03	5
171790	B003UES1TA	46.02	5
171796	B0053X83UI	50.89	4
172044	B0061LTR42	13.97	1
172046	B005VPR336	12.74	4
172048	B005VPR2WI	26.97	2
172050	B005VPR2UK	22.92	2
172052	B005VPR2SW	22.88	2
172054	B007FGBC2W	15.33	1
172056	B005VPR2QY	15.44	2
172058	B005VPR2OQ	36.90	2
172062	B005VPR2GE	24.09	5
172066	B005VPR2AU	17.16	2
172068	B005VPR28W	13.93	5
172070	B005VPR26E	15.73	1
172076	B005VPR1Y2	37.13	5
172084	B00E4MP7WQ	46.87	2
172086	B005BN7BQC	20.48	2
172088	B005VPR1GA	20.06	1
172100	B005VPR11U	20.06	1
172102	B005VPR0PC	13.95	3
172110	B005VPR35Y	13.69	2
172114	B005VPR3A4	11.93	1
172118	B005VPR3G8	14.83	2
172120	B005VPR3HM	15.09	2
172124	B005VPR3MM	17.68	2
172126	B005VPR3PY	14.83	1
172130	B005VPR3UO	7.39	3
172132	B005VPR3VI	7.88	1
172134	B005VPR3YK	9.40	2
172136	B005VPR40I	11.53	2
172138	B005VPR430	10.28	3
172140	B005VPR44O	12.98	5
172152	B005VPR4C6	11.01	2
172156	B005VPR4EO	13.13	2
172160	B005VPR4JO	9.93	2
172168	B005VPR4OY	7.55	2
172172	B005VPR4TO	11.98	1
172196	B005VPR55M	12.07	1
172198	B005VPR58Y	19.63	2
172208	B005VPR5HU	13.06	2
172210	B005VPR5J8	13.59	3
172212	B005VPR5LG	12.79	3
172214	B005VPR5NE	10.93	2
172216	B005VPR5OS	13.62	3
172228	B005VPR65G	14.98	1
172232	B005VPR688	16.48	2
172236	B005VPR6CE	16.48	1
172240	B0061LTRFG	16.80	3
172246	B005VPR6NI	21.32	1
172252	B005VPR6TW	21.32	2
172256	B0061LTQOI	25.99	2
172258	B005VPR7LO	25.12	1
172260	B005VPR6VA	32.97	1
172262	B005VPR6X8	33.21	2
172264	B005VPR6YW	41.64	1
172266	B005VPR71E	43.62	4
172268	B005VPR728	56.51	2
172272	B005VPR74Q	26.55	2
172274	B005VPR75U	32.97	2
172278	B005VPR78M	14.65	2
172280	B005VPR7CI	13.43	1
172282	B005VPR7EQ	10.93	1
172284	B005VPR7FU	16.48	1
172286	B005VPR7GO	21.12	1
172292	B005VPR7KK	16.48	1
172296	B005VPR7PA	15.48	2
172306	B005VPR7Z0	16.80	5
172322	B005VPR87M	16.80	3
172327	B006OO97MS	17.58	5
172329	B006OO97GY	19.71	5
172331	B006H1BW6W	34.74	5
172333	B0053A94Q8	34.74	5
172337	B005OOXH52	25.17	5
172339	B006H1BXBG	24.42	5
172341	B008HP035C	25.17	5
172343	B008HP02Y4	20.77	5
172345	B006OO97Q4	18.03	5
172347	B006H1BXHK	14.84	5
172349	B000EYF6MY	30.64	3
172357	B000EOOT72	78.68	5
172373	B0053A94UE	22.60	4
172383	B0053A9512	8.27	5
172387	B0053A951M	6.84	5
172389	B0053A9526	6.84	5
172395	B0053A956C	12.55	5
172399	B0053A9580	11.68	5
1724	B000O0XV9I	9.40	5
172411	B00E2S17NA	23.97	1
172425	B00BGTLB0C	16.94	1
172447	B00BGTLO8G	14.96	1
172461	B00BGTLSNM	14.96	1
172521	B00A9VQPF4	21.21	1
172567	B00A9VTMYK	50.58	1
172587	B00A9VUN0M	28.10	4
172593	B00A9VV9O6	45.95	1
172595	B00A9VW0BW	27.16	4
172605	B00A9VWNI2	138.49	1
172687	B0085VJUXY	23.40	1
172749	B00AA9DWHY	24.14	1
172763	B00CPMI58U	29.91	1
172867	B00AA9HEJQ	34.06	1
172877	B00AA9JB1K	29.75	1
